brand,model,variant,year,fuel_type,transmission_type,km_driven,selling_price,seats,max_power,engine_type,vehicle_age
maruti,maruti wagon r,lxi cng,2018,cng,manual,67906.0,468000.0,5.0,58.16,k10b engine,8
maruti,maruti alto 800,cng lxi,2014,cng,manual,89602.0,252000.0,5.0,47.3,f8d engine,12
maruti,maruti celerio,vxi cng bsiv,2019,cng,manual,34362.0,549000.0,5.0,58.33,k10b engine,7
maruti,maruti wagon r,lxi cng,2012,cng,manual,82662.0,264000.0,5.0,58.2,k series petrol engine,14
hyundai,hyundai santro,magna cng bsiv,2019,cng,manual,34000.0,445000.0,5.0,58.0,,7
hyundai,hyundai santro,sportz cng bsiv,2019,cng,manual,38182.0,559000.0,5.0,58.0,,7
hyundai,hyundai santro,sportz cng bsiv,2019,cng,manual,40763.0,524000.0,5.0,58.0,,7
maruti,maruti alto 800,lxi cng,2019,cng,manual,54676.0,376000.0,5.0,47.3,f8d petrol engine,7
hyundai,hyundai grand i10 nios,sportz cng,2022,cng,manual,18495.0,759455.0,5.0,68.05,1.2 kappa petrol,4
maruti,maruti wagon r,cng lxi,2020,cng,manual,64109.0,544000.0,5.0,58.33,k10b petrol engine,6
tata,tata tiago,xm cng,2022,cng,manual,4887.0,641000.0,5.0,72.0,1.2 l i-cng,4
maruti,maruti wagon r,cng lxi bsiv,2020,cng,manual,47473.0,545000.0,5.0,67.04,k10b petrol engine,6
maruti,maruti celerio,vxi cng optional bsiv,2019,cng,manual,53120.0,555000.0,5.0,58.33,k10b engine,7
maruti,maruti wagon r,lxi cng,2012,cng,manual,26830.0,273000.0,5.0,58.2,k series petrol engine,14
maruti,maruti wagon r,lxi cng,2013,cng,manual,125135.0,230000.0,5.0,58.16,k10b engine,13
maruti,maruti wagon r,lxi cng,2014,cng,manual,114372.0,350000.0,5.0,58.16,k10b engine,12
maruti,maruti wagon r,lxi cng,2014,cng,manual,36160.0,373500.0,5.0,58.16,k10b engine,12
tata,tata tigor,xz cng,2022,cng,manual,26689.0,805000.0,5.0,72.4,1.2l revotron engine,4
maruti,maruti celerio,vxi cng optional,2020,cng,manual,37000.0,570000.0,5.0,58.33,k10b engine,6
maruti,maruti wagon r,lxi cng,2012,cng,manual,127130.0,170000.0,5.0,58.2,k series petrol engine,14
maruti,maruti wagon r,lxi cng,2017,cng,manual,71027.0,396788.0,5.0,58.16,k10b engine,9
maruti,maruti wagon r,lxi cng,2015,cng,manual,100818.0,300000.0,5.0,58.16,k10b engine,11
maruti,maruti celerio,green vxi,2017,cng,manual,47320.0,500000.0,5.0,58.2,k10b engine,9
maruti,maruti wagon r,lxi cng optional,2017,cng,manual,61040.0,450000.0,5.0,58.16,k10b engine,9
maruti,maruti wagon r,lxi cng,2013,cng,manual,110548.0,300000.0,5.0,58.16,k10b engine,13
maruti,maruti wagon r,lxi cng,2011,cng,manual,91068.0,200000.0,5.0,58.2,k series petrol engine,15
maruti,maruti wagon r,lxi cng,2012,cng,manual,71000.0,235001.0,5.0,58.2,k series petrol engine,14
maruti,maruti wagon r,lxi cng,2016,cng,manual,69377.0,325000.0,5.0,58.16,k10b engine,10
maruti,maruti wagon r,lxi cng,2012,cng,manual,90058.0,309655.0,5.0,58.2,k series petrol engine,14
maruti,maruti celerio,vxi cng bsiv,2018,cng,manual,47684.0,450000.0,5.0,58.33,k10b engine,8
maruti,maruti wagon r,cng lxi,2015,cng,manual,42000.0,355000.0,5.0,58.33,k10b petrol engine,11
maruti,maruti wagon r,lxi cng,2017,cng,manual,63689.0,330000.0,5.0,58.16,k10b engine,9
maruti,maruti alto 800,cng lxi,2014,cng,manual,155877.0,210000.0,5.0,47.3,f8d engine,12
maruti,maruti wagon r,lxi cng,2012,cng,manual,148520.0,220000.0,5.0,58.2,k series petrol engine,14
maruti,maruti ertiga,cng vxi,2017,cng,manual,28000.0,795000.0,7.0,91.19,k15b,9
tata,tata tigor,xz plus cng,2022,cng,manual,24644.0,783239.0,5.0,72.4,1.2l revotron engine,4
maruti,maruti wagon r,lxi cng,2015,cng,manual,50356.0,335000.0,5.0,58.16,k10b engine,11
maruti,maruti wagon r,lxi cng,2013,cng,manual,85934.0,300000.0,5.0,58.16,k10b engine,13
maruti,maruti wagon r,lxi cng,2013,cng,manual,75207.0,300000.0,5.0,58.16,k10b engine,13
maruti,maruti wagon r,cng lxi,2015,cng,manual,91000.0,370000.0,5.0,58.33,k10b petrol engine,11
maruti,maruti alto 800,cng lxi,2014,cng,manual,40442.0,220000.0,5.0,47.3,f8d engine,12
maruti,maruti wagon r,lxi cng,2018,cng,manual,86643.0,375000.0,5.0,58.16,k10b engine,8
hyundai,hyundai grand i10,1.2 kappa magna cng bsiv,2019,cng,manual,42200.0,575000.0,5.0,65.39,kappa vtvt petrol engine,7
maruti,maruti alto 800,lxi cng,2019,cng,manual,59277.0,320000.0,5.0,47.3,f8d petrol engine,7
hyundai,hyundai santro,sportz cng bsiv,2019,cng,manual,47388.0,470000.0,5.0,58.0,,7
maruti,maruti wagon r,lxi cng,2013,cng,manual,53800.0,325000.0,5.0,58.2,k series petrol engine,13
maruti,maruti wagon r,cng lxi opt,2020,cng,manual,42000.0,560000.0,5.0,58.33,k10b petrol engine,6
maruti,maruti wagon r,cng lxi bsiv,2018,cng,manual,26659.0,470000.0,5.0,67.04,k10b petrol engine,8
hyundai,hyundai accent,gle cng,2011,cng,manual,73000.0,190000.0,5.0,94.0,in-line engine,15
maruti,maruti wagon r,cng lxi bsiv,2017,cng,manual,51000.0,410000.0,5.0,67.04,k10b petrol engine,9
maruti,maruti alto,green lxi (cng),2010,cng,manual,65453.0,190000.0,5.0,38.4,in line engine,16
maruti,maruti celerio,green vxi,2016,cng,manual,74198.0,400000.0,5.0,58.2,k10b engine,10
maruti,maruti wagon r,cng lxi opt,2021,cng,manual,50663.0,570000.0,5.0,58.33,k10b petrol engine,5
maruti,maruti wagon r,cng lxi,2020,cng,manual,58476.0,500000.0,5.0,58.33,k10b petrol engine,6
maruti,maruti wagon r,lxi cng,2017,cng,manual,48543.0,500000.0,5.0,58.16,k10b engine,9
maruti,maruti wagon r,cng lxi,2013,cng,manual,67000.0,265000.0,5.0,58.33,k10b petrol engine,13
maruti,maruti ertiga,vxi cng,2015,cng,manual,42913.0,673000.0,7.0,80.9,k series engine,11
maruti,maruti wagon r,cng lxi,2020,cng,manual,44874.0,574000.0,5.0,58.33,k10b petrol engine,6
maruti,maruti wagon r,cng lxi bsiv,2019,cng,manual,42934.0,554000.0,5.0,67.04,k10b petrol engine,7
maruti,maruti wagon r,cng lxi,2020,cng,manual,40515.0,535000.0,5.0,58.33,k10b petrol engine,6
maruti,maruti wagon r,lxi cng,2014,cng,manual,84004.0,310000.0,5.0,58.16,k10b engine,12
maruti,maruti wagon r,cng lxi,2021,cng,manual,53709.0,570000.0,5.0,58.33,k10b petrol engine,5
maruti,maruti wagon r,lxi cng,2018,cng,manual,52244.0,400000.0,5.0,58.16,k10b engine,8
maruti,maruti zen estilo,lxi green (cng),2011,cng,manual,70935.0,205759.0,5.0,67.1,k series petrol engine,15
maruti,maruti wagon r,cng lxi,2021,cng,manual,22195.0,550000.0,5.0,58.33,k10b petrol engine,5
maruti,maruti wagon r,lxi cng,2012,cng,manual,65949.0,250000.0,5.0,58.2,k series petrol engine,14
maruti,maruti wagon r,lxi cng,2012,cng,manual,72383.0,220000.0,5.0,58.2,k series petrol engine,14
maruti,maruti celerio,green vxi,2016,cng,manual,149695.0,260000.0,5.0,58.2,k10b engine,10
maruti,maruti ertiga,vxi cng,2013,cng,manual,104422.0,500000.0,7.0,80.9,k series engine,13
maruti,maruti wagon r,lxi cng,2012,cng,manual,66507.0,250000.0,5.0,58.2,k series petrol engine,14
maruti,maruti wagon r,lxi cng optional,2020,cng,manual,22251.0,600001.0,5.0,58.16,k10b engine,6
maruti,maruti ertiga,lxi cng,2013,cng,manual,77062.0,545591.0,7.0,80.9,k series engine,13
maruti,maruti celerio,vxi cng,2020,cng,manual,19000.0,545000.0,5.0,58.33,k10b engine,6
maruti,maruti celerio,vxi cng,2020,cng,manual,15927.0,552000.0,5.0,58.33,k10b engine,6
maruti,maruti celerio,vxi cng optional bsiv,2018,cng,manual,29571.0,558000.0,5.0,58.33,k10b engine,8
maruti,maruti wagon r,lxi cng optional,2018,cng,manual,71530.0,466000.0,5.0,58.16,k10b engine,8
maruti,maruti wagon r,cng lxi bsiv,2019,cng,manual,41343.0,533000.0,5.0,67.04,k10b petrol engine,7
maruti,maruti wagon r,cng lxi opt,2021,cng,manual,16872.0,682000.0,5.0,58.33,k10b petrol engine,5
maruti,maruti alto 800,lxi s-cng,2021,cng,manual,34627.0,480000.0,4.0,40.36,f8d petrol engine,5
maruti,maruti wagon r,lxi cng,2022,cng,manual,40732.0,706000.0,5.0,55.92,k10c,4
maruti,maruti wagon r,cng lxi,2021,cng,manual,49680.0,600000.0,5.0,58.33,k10b petrol engine,5
maruti,maruti wagon r,lxi cng,2014,cng,manual,58921.0,400000.0,5.0,58.16,k10b engine,12
maruti,maruti celerio,vxi cng bsiv,2019,cng,manual,109533.0,420000.0,5.0,58.33,k10b engine,7
maruti,maruti wagon r,lxi cng,2013,cng,manual,54555.0,357000.0,5.0,58.2,k series petrol engine,13
maruti,maruti wagon r,cng lxi,2021,cng,manual,18406.0,676000.0,5.0,58.33,k10b petrol engine,5
maruti,maruti wagon r,cng lxi opt bsiv,2016,cng,manual,54000.0,325000.0,5.0,67.04,k10b petrol engine,10
maruti,maruti wagon r,cng lxi opt,2021,cng,manual,16994.0,590000.0,5.0,58.33,k10b petrol engine,5
maruti,maruti wagon r,lxi cng,2014,cng,manual,21690.0,346433.0,5.0,58.16,k10b engine,12
maruti,maruti ertiga,vxi cng,2015,cng,manual,98694.0,700000.0,7.0,80.9,k series engine,11
maruti,maruti alto 800,cng lxi,2015,cng,manual,64152.0,250000.0,5.0,47.3,f8d engine,11
maruti,maruti wagon r,lxi cng,2018,cng,manual,69265.0,370000.0,5.0,58.16,k10b engine,8
maruti,maruti wagon r,cng lxi opt,2021,cng,manual,21896.0,623000.0,5.0,58.33,k10b petrol engine,5
maruti,maruti s-presso,vxi cng 2019-2020,2021,cng,manual,50127.0,524000.0,4.0,58.33,k10b,5
maruti,maruti s-presso,vxi cng,2022,cng,manual,18467.0,631000.0,4.0,55.92,k1oc cng,4
maruti,maruti alto,green lxi (cng),2012,cng,manual,50588.0,131502.0,5.0,38.4,in line engine,14
hyundai,hyundai aura,s cng,2022,cng,manual,1879.0,750000.0,5.0,68.05,1.2 l bi-fuel,4
maruti,maruti wagon r,lxi cng,2015,cng,manual,56407.0,413000.0,5.0,58.16,k10b engine,11
maruti,maruti wagon r,cng lxi,2020,cng,manual,71337.0,450000.0,5.0,58.33,k10b petrol engine,6
maruti,maruti alto k10,lxi cng,2019,cng,manual,65065.0,409000.0,4.0,58.3,k series petrol engine,7
maruti,maruti wagon r,cng lxi bsiv,2019,cng,manual,31111.0,561000.0,5.0,67.04,k10b petrol engine,7
maruti,maruti wagon r,cng lxi,2020,cng,manual,22861.0,579000.0,5.0,58.33,k10b petrol engine,6
hyundai,hyundai aura,s cng,2020,cng,manual,37393.0,774000.0,5.0,68.05,1.2 l bi-fuel,6
maruti,maruti wagon r,lxi cng,2017,cng,manual,57606.0,430000.0,5.0,58.16,k10b engine,9
maruti,maruti wagon r,lxi cng,2016,cng,manual,74767.0,330000.0,5.0,58.16,k10b engine,10
maruti,maruti wagon r,lxi cng,2014,cng,manual,52318.0,450000.0,5.0,58.16,k10b engine,12
hyundai,hyundai grand i10 nios,sportz cng,2022,cng,manual,17231.0,812000.0,5.0,68.05,1.2 kappa petrol,4
hyundai,hyundai santro,sportz cng,2022,cng,manual,13479.0,627000.0,5.0,59.17,1.1 l bi-fuel,4
maruti,maruti alto 800,lxi s-cng,2021,cng,manual,45027.0,445000.0,4.0,40.36,f8d petrol engine,5
maruti,maruti wagon r,lxi cng,2018,cng,manual,53280.0,429000.0,5.0,58.16,k10b engine,8
maruti,maruti celerio,vxi cng bsiv,2018,cng,manual,84994.0,441000.0,5.0,58.33,k10b engine,8
maruti,maruti wagon r,lxi cng,2017,cng,manual,61503.0,350000.0,5.0,58.16,k10b engine,9
maruti,maruti wagon r,lxi cng,2018,cng,manual,64749.0,459000.0,5.0,58.16,k10b engine,8
maruti,maruti ertiga,cng vxi,2021,cng,manual,76695.0,1051000.0,7.0,91.19,k15b,5
maruti,maruti wagon r,lxi cng optional,2019,cng,manual,23241.0,575000.0,5.0,58.16,k10b engine,7
maruti,maruti alto 800,cng lxi,2015,cng,manual,53151.0,270000.0,5.0,47.3,f8d engine,11
maruti,maruti ertiga,cng vxi,2021,cng,manual,123517.0,1050000.0,7.0,91.19,k15b,5
hyundai,hyundai santro,sportz cng bsiv,2019,cng,manual,26465.0,600000.0,5.0,58.0,,7
maruti,maruti celerio,vxi cng bsiv,2018,cng,manual,76007.0,425000.0,5.0,58.33,k10b engine,8
maruti,maruti celerio,vxi cng bsiv,2018,cng,manual,87882.0,420000.0,5.0,58.33,k10b engine,8
maruti,maruti wagon r,lxi cng,2018,cng,manual,89676.0,520000.0,5.0,58.16,k10b engine,8
maruti,maruti alto 800,cng lxi,2018,cng,manual,52851.0,325000.0,5.0,40.3,f8d engine,8
maruti,maruti wagon r,cng lxi,2020,cng,manual,59269.0,560000.0,5.0,58.33,k10b petrol engine,6
maruti,maruti alto 800,cng lxi,2012,cng,manual,133076.0,160000.0,5.0,47.3,f8d engine,14
maruti,maruti wagon r,cng lxi,2020,cng,manual,100659.0,550000.0,5.0,58.33,k10b petrol engine,6
maruti,maruti wagon r,lxi cng,2014,cng,manual,86436.0,330000.0,5.0,58.16,k10b engine,12
maruti,maruti wagon r,lxi cng,2014,cng,manual,102649.0,300000.0,5.0,58.16,k10b engine,12
maruti,maruti wagon r,lxi cng,2012,cng,manual,80548.0,309655.0,5.0,58.2,k series petrol engine,14
maruti,maruti alto 800,lxi cng,2020,cng,manual,64909.0,398233.0,5.0,47.3,f8d petrol engine,6
maruti,maruti wagon r,lxi cng,2013,cng,manual,106323.0,250000.0,5.0,58.16,k10b engine,13
maruti,maruti wagon r,lxi cng,2018,cng,manual,75289.0,500000.0,5.0,58.16,k10b engine,8
maruti,maruti wagon r,lxi cng,2015,cng,manual,84101.0,351833.0,5.0,58.16,k10b engine,11
maruti,maruti ertiga,cng vxi,2020,cng,manual,21000.0,1039000.0,7.0,91.19,k15b,6
maruti,maruti s-presso,vxi cng 2019-2020,2020,cng,manual,82345.0,509000.0,4.0,58.33,k10b,6
maruti,maruti alto 800,cng lxi,2015,cng,manual,61259.0,250000.0,5.0,47.3,f8d engine,11
maruti,maruti celerio,vxi cng optional bsiv,2018,cng,manual,38070.0,516000.0,5.0,58.33,k10b engine,8
maruti,maruti wagon r,lxi cng,2014,cng,manual,84860.0,300000.0,5.0,58.16,k10b engine,12
maruti,maruti celerio,vxi cng bsiv,2018,cng,manual,51300.0,519000.0,5.0,58.33,k10b engine,8
maruti,maruti swift dzire,zxi cng,2022,cng,manual,24670.0,961000.0,5.0,76.43,,4
hyundai,hyundai aura,s cng,2021,cng,manual,27914.0,774000.0,5.0,68.05,1.2 l bi-fuel,5
maruti,maruti wagon r,lxi cng,2014,cng,manual,48197.0,374000.0,5.0,58.16,k10b engine,12
hyundai,hyundai grand i10 nios,sportz cng,2021,cng,manual,25964.0,750000.0,5.0,68.05,1.2 kappa petrol,5
maruti,maruti wagon r,cng lxi,2020,cng,manual,79333.0,556000.0,5.0,58.33,k10b petrol engine,6
maruti,maruti s-presso,lxi opt cng,2021,cng,manual,48604.0,529000.0,4.0,58.33,k10b,5
maruti,maruti wagon r,cng lxi opt,2021,cng,manual,51724.0,633000.0,5.0,58.33,k10b petrol engine,5
maruti,maruti celerio,vxi cng bsiv,2018,cng,manual,26001.0,497000.0,5.0,58.33,k10b engine,8
maruti,maruti wagon r,cng lxi,2021,cng,manual,18883.0,666000.0,5.0,58.33,k10b petrol engine,5
hyundai,hyundai santro,sportz executive cng,2021,cng,manual,26768.0,500000.0,5.0,59.18,1.1 l bi-fuel,5
maruti,maruti wagon r,lxi cng,2015,cng,manual,112532.0,275000.0,5.0,58.16,k10b engine,11
maruti,maruti celerio,vxi cng bsiv,2019,cng,manual,46514.0,440000.0,5.0,58.33,k10b engine,7
maruti,maruti wagon r,lxi cng,2016,cng,manual,91415.0,300000.0,5.0,58.16,k10b engine,10
maruti,maruti wagon r,lxi cng,2012,cng,manual,128508.0,285000.0,5.0,58.2,k series petrol engine,14
hyundai,hyundai grand i10 nios,sportz cng,2021,cng,manual,25038.0,744000.0,5.0,68.05,1.2 kappa petrol,5
maruti,maruti celerio,vxi cng optional bsiv,2019,cng,manual,58966.0,476000.0,5.0,58.33,k10b engine,7
maruti,maruti wagon r,lxi cng,2018,cng,manual,55476.0,447000.0,5.0,58.16,k10b engine,8
maruti,maruti celerio,vxi cng bsiv,2018,cng,manual,76029.0,447000.0,5.0,58.33,k10b engine,8
maruti,maruti wagon r,cng lxi,2020,cng,manual,45640.0,569000.0,5.0,58.33,k10b petrol engine,6
maruti,maruti wagon r,cng lxi,2020,cng,manual,36141.0,586000.0,5.0,58.33,k10b petrol engine,6
hyundai,hyundai santro,sportz cng,2022,cng,manual,15622.0,592000.0,5.0,59.17,1.1 l bi-fuel,4
maruti,maruti wagon r,cng lxi,2020,cng,manual,23469.0,586000.0,5.0,58.33,k10b petrol engine,6
maruti,maruti wagon r,lxi cng,2017,cng,manual,42139.0,426000.0,5.0,58.16,k10b engine,9
hyundai,hyundai grand i10 nios,sportz cng,2021,cng,manual,95688.0,695000.0,5.0,68.05,1.2 kappa petrol,5
maruti,maruti wagon r,cng lxi,2020,cng,manual,63684.0,569000.0,5.0,58.33,k10b petrol engine,6
maruti,maruti swift,zxi cng,2022,cng,manual,3661.0,866000.0,5.0,76.43,k series dual jet,4
maruti,maruti wagon r,lxi cng,2013,cng,manual,48520.0,333000.0,5.0,58.2,k series petrol engine,13
maruti,maruti wagon r,lxi cng,2014,cng,manual,85462.0,353000.0,5.0,58.16,k10b engine,12
maruti,maruti wagon r,lxi cng optional,2017,cng,manual,62087.0,431000.0,5.0,58.16,k10b engine,9
maruti,maruti alto 800,lxi s-cng,2021,cng,manual,26473.0,480000.0,4.0,40.36,f8d petrol engine,5
maruti,maruti wagon r,lxi cng,2016,cng,manual,64605.0,403000.0,5.0,58.16,k10b engine,10
hyundai,hyundai grand i10 nios,sportz cng,2021,cng,manual,34633.0,780000.0,5.0,68.05,1.2 kappa petrol,5
maruti,maruti s-presso,vxi cng 2019-2020,2020,cng,manual,21425.0,515000.0,4.0,58.33,k10b,6
maruti,maruti wagon r,cng lxi,2021,cng,manual,24185.0,626000.0,5.0,58.33,k10b petrol engine,5
maruti,maruti s-presso,lxi cng 2019-2022,2021,cng,manual,4156.0,563000.0,4.0,58.33,k10b,5
hyundai,hyundai aura,s cng,2020,cng,manual,72988.0,729000.0,5.0,68.05,1.2 l bi-fuel,6
maruti,maruti s-presso,vxi opt cng,2020,cng,manual,40791.0,519000.0,4.0,58.33,k10b,6
maruti,maruti celerio,vxi cng bsiv,2019,cng,manual,50527.0,480000.0,5.0,58.33,k10b engine,7
maruti,maruti wagon r,lxi cng,2018,cng,manual,56672.0,464000.0,5.0,58.16,k10b engine,8
maruti,maruti wagon r,cng lxi,2021,cng,manual,36230.0,618000.0,5.0,58.33,k10b petrol engine,5
maruti,maruti wagon r,lxi cng,2015,cng,manual,80696.0,362000.0,5.0,58.16,k10b engine,11
maruti,maruti wagon r,lxi cng,2017,cng,manual,64809.0,430000.0,5.0,58.16,k10b engine,9
maruti,maruti wagon r,lxi cng,2018,cng,manual,57413.0,412000.0,5.0,58.16,k10b engine,8
maruti,maruti wagon r,lxi cng,2017,cng,manual,86849.0,398000.0,5.0,58.16,k10b engine,9
maruti,maruti wagon r,cng lxi opt,2021,cng,manual,60042.0,589000.0,5.0,58.33,k10b petrol engine,5
maruti,maruti wagon r,lxi cng,2018,cng,manual,30681.0,465000.0,5.0,58.16,k10b engine,8
maruti,maruti wagon r,lxi cng,2018,cng,manual,27628.0,492000.0,5.0,58.16,k10b engine,8
hyundai,hyundai santro,sportz cng bsiv,2020,cng,manual,37082.0,568000.0,5.0,58.0,,6
maruti,maruti wagon r,cng lxi opt,2021,cng,manual,10948.0,647000.0,5.0,58.33,k10b petrol engine,5
maruti,maruti wagon r,cng lxi,2021,cng,manual,13999.0,649000.0,5.0,58.33,k10b petrol engine,5
hyundai,hyundai grand i10 nios,sportz cng,2020,cng,manual,44685.0,706000.0,5.0,68.05,1.2 kappa petrol,6
hyundai,hyundai aura,s cng,2020,cng,manual,41767.0,743000.0,5.0,68.05,1.2 l bi-fuel,6
hyundai,hyundai grand i10 nios,sportz cng,2022,cng,manual,5362.0,835000.0,5.0,68.05,1.2 kappa petrol,4
maruti,maruti celerio,green vxi optional,2016,cng,manual,27954.0,474000.0,5.0,58.2,k10b engine,10
maruti,maruti celerio,vxi cng bsiv,2018,cng,manual,52397.0,493000.0,5.0,58.33,k10b engine,8
hyundai,hyundai grand i10,1.2 kappa magna cng bsiv,2019,cng,manual,46318.0,567000.0,5.0,65.39,kappa vtvt petrol engine,7
maruti,maruti wagon r,cng lxi opt,2021,cng,manual,63731.0,559000.0,5.0,58.33,k10b petrol engine,5
maruti,maruti wagon r,lxi cng,2012,cng,manual,53805.0,293000.0,5.0,58.2,k series petrol engine,14
maruti,maruti wagon r,cng lxi,2020,cng,manual,35463.0,586000.0,5.0,58.33,k10b petrol engine,6
maruti,maruti wagon r,cng lxi,2020,cng,manual,39860.0,567000.0,5.0,58.33,k10b petrol engine,6
maruti,maruti ertiga,vxi cng,2014,cng,manual,68000.0,575000.0,7.0,80.9,k series engine,12
maruti,maruti wagon r,lxi cng,2019,cng,manual,90371.0,504000.0,5.0,58.16,k10b engine,7
maruti,maruti wagon r,lxi cng,2013,cng,manual,98370.0,340000.0,5.0,58.2,k series petrol engine,13
maruti,maruti celerio,vxi cng bsiv,2018,cng,manual,25539.0,510000.0,5.0,58.33,k10b engine,8
maruti,maruti wagon r,lxi cng optional,2019,cng,manual,50542.0,568000.0,5.0,58.16,k10b engine,7
maruti,maruti wagon r,lxi cng,2018,cng,manual,69472.0,453000.0,5.0,58.16,k10b engine,8
maruti,maruti celerio,green vxi,2016,cng,manual,41074.0,433000.0,5.0,58.2,k10b engine,10
maruti,maruti wagon r,lxi cng,2013,cng,manual,71639.0,300000.0,5.0,58.2,k series petrol engine,13
maruti,maruti wagon r,lxi cng,2018,cng,manual,69429.0,469000.0,5.0,58.16,k10b engine,8
maruti,maruti s-presso,lxi cng 2019-2022,2021,cng,manual,31920.0,551000.0,4.0,58.33,k10b,5
hyundai,hyundai grand i10 nios,sportz cng,2022,cng,manual,1462.0,817000.0,5.0,68.05,1.2 kappa petrol,4
maruti,maruti wagon r,lxi cng,2014,cng,manual,74691.0,340000.0,5.0,58.16,k10b engine,12
maruti,maruti wagon r,lxi cng,2014,cng,manual,82880.0,354000.0,5.0,58.16,k10b engine,12
maruti,maruti s-presso,vxi cng 2019-2020,2020,cng,manual,43857.0,563000.0,4.0,58.33,k10b,6
maruti,maruti alto,green lxi (cng),2012,cng,manual,56000.0,225000.0,5.0,38.4,in line engine,14
maruti,maruti celerio,vxi cng bsiv,2019,cng,manual,38355.0,511000.0,5.0,58.33,k10b engine,7
maruti,maruti wagon r,cng lxi,2021,cng,manual,95323.0,594000.0,5.0,58.33,k10b petrol engine,5
maruti,maruti wagon r,lxi cng,2018,cng,manual,16198.0,491000.0,5.0,58.16,k10b engine,8
hyundai,hyundai santro,sportz cng bsiv,2019,cng,manual,68501.0,552000.0,5.0,58.0,,7
maruti,maruti celerio,vxi cng optional bsiv,2018,cng,manual,36555.0,502000.0,5.0,58.33,k10b engine,8
maruti,maruti celerio,vxi cng optional bsiv,2018,cng,manual,40364.0,511000.0,5.0,58.33,k10b engine,8
maruti,maruti wagon r,cng lxi,2021,cng,manual,44237.0,630000.0,5.0,58.33,k10b petrol engine,5
maruti,maruti wagon r,lxi cng,2015,cng,manual,79625.0,420000.0,5.0,58.16,k10b engine,11
maruti,maruti wagon r,cng lxi,2021,cng,manual,12764.0,643000.0,5.0,58.33,k10b petrol engine,5
hyundai,hyundai santro,sportz executive cng,2021,cng,manual,21437.0,610000.0,5.0,59.18,1.1 l bi-fuel,5
maruti,maruti wagon r,lxi cng,2017,cng,manual,40985.0,438000.0,5.0,58.16,k10b engine,9
maruti,maruti alto 800,lxi s-cng,2021,cng,manual,27795.0,487000.0,4.0,40.36,f8d petrol engine,5
maruti,maruti wagon r,lxi cng,2019,cng,manual,59252.0,472000.0,5.0,58.16,k10b engine,7
maruti,maruti wagon r,lxi cng,2018,cng,manual,37676.0,463000.0,5.0,58.16,k10b engine,8
maruti,maruti celerio,vxi cng,2022,cng,manual,1655.0,682000.0,5.0,55.92,k10c,4
maruti,maruti wagon r,cng lxi opt bsiv,2019,cng,manual,81989.0,571000.0,5.0,67.04,k10b petrol engine,7
maruti,maruti wagon r,cng lxi,2021,cng,manual,27000.0,575000.0,5.0,58.33,k10b petrol engine,5
maruti,maruti ertiga,vxi cng limited edition,2015,cng,manual,82236.0,725000.0,7.0,80.9,k series engine,11
hyundai,hyundai santro,sportz cng bsiv,2019,cng,manual,39697.0,561000.0,5.0,58.0,,7
maruti,maruti wagon r,cng lxi,2021,cng,manual,33203.0,624000.0,5.0,58.33,k10b petrol engine,5
hyundai,hyundai santro,sportz cng bsiv,2018,cng,manual,73215.0,498000.0,5.0,58.0,,8
maruti,maruti wagon r,lxi cng,2015,cng,manual,70610.0,358000.0,5.0,58.16,k10b engine,11
maruti,maruti alto 800,cng lxi,2019,cng,manual,72425.0,367000.0,5.0,40.3,f8d engine,7
maruti,maruti wagon r,lxi cng,2017,cng,manual,60767.0,455000.0,5.0,58.16,k10b engine,9
hyundai,hyundai santro,sportz cng,2020,cng,manual,62802.0,559000.0,5.0,59.17,1.1 l bi-fuel,6
maruti,maruti wagon r,lxi cng,2014,cng,manual,86607.0,399000.0,5.0,58.16,k10b engine,12
maruti,maruti wagon r,lxi cng,2018,cng,manual,62263.0,470000.0,5.0,58.16,k10b engine,8
maruti,maruti wagon r,lxi cng,2014,cng,manual,72000.0,300000.0,5.0,58.16,k10b engine,12
maruti,maruti wagon r,vxi cng,2022,cng,manual,21478.0,717000.0,5.0,55.92,k10c,4
maruti,maruti swift dzire,zxi cng,2022,cng,manual,6453.0,948000.0,5.0,76.43,,4
maruti,maruti s-presso,vxi cng 2019-2020,2021,cng,manual,24366.0,519000.0,4.0,58.33,k10b,5
maruti,maruti wagon r,cng lxi,2020,cng,manual,62485.0,590000.0,5.0,58.33,k10b petrol engine,6
maruti,maruti celerio,vxi cng bsiv,2018,cng,manual,62251.0,461400.0,5.0,58.33,k10b engine,8
maruti,maruti swift dzire,zxi cng,2022,cng,manual,10796.0,944000.0,5.0,76.43,,4
maruti,maruti wagon r,lxi cng optional,2019,cng,manual,91728.0,538000.0,5.0,58.16,k10b engine,7
hyundai,hyundai aura,s cng,2020,cng,manual,44789.0,762000.0,5.0,68.05,1.2 l bi-fuel,6
maruti,maruti wagon r,cng lxi,2013,cng,manual,78232.0,299000.0,5.0,58.33,k10b petrol engine,13
maruti,maruti wagon r,lxi cng,2013,cng,manual,71274.0,335000.0,5.0,58.2,k series petrol engine,13
maruti,maruti celerio,green vxi,2014,cng,manual,94000.0,390000.0,5.0,58.2,k10b engine,12
maruti,maruti celerio,vxi cng optional bsiv,2019,cng,manual,52537.0,489001.0,5.0,58.33,k10b engine,7
