brand,model,variant,year,fuel_type,transmission_type,km_driven,selling_price,seats,max_power,engine_type,vehicle_age
maruti,maruti wagon r,lxi cng,2016,cng,manual,69162.0,370000.0,5.0,58.16,k10b engine,10
maruti,maruti celerio,green vxi,2015,cng,manual,45864.0,365000.0,5.0,58.2,k10b engine,11
honda,honda amaze,s plus i-vtec,2015,cng,manual,81506.0,421000.0,5.0,86.7,i-vtec petrol engine,11
maruti,maruti wagon r,lxi cng,2013,cng,manual,115893.0,240000.0,5.0,58.2,k series petrol engine,13
maruti,maruti ertiga,vxi cng,2022,cng,manual,18900.0,1175000.0,7.0,86.63,k15c,4
maruti,maruti wagon r,lxi cng,2012,cng,manual,60000.0,250000.0,5.0,58.16,k10b engine,14
maruti,maruti alto,green lxi (cng),2010,cng,manual,67000.0,145000.0,5.0,38.4,in line engine,16
hyundai,hyundai grand i10,1.2 kappa magna cng bsiv,2017,cng,manual,58000.0,465000.0,5.0,65.39,kappa vtvt petrol engine,9
maruti,maruti wagon r,cng lxi,2021,cng,manual,54097.0,560000.0,5.0,58.33,k10b petrol engine,5
maruti,maruti wagon r,lxi cng,2011,cng,manual,67000.0,215000.0,5.0,58.16,k10b engine,15
maruti,maruti celerio,vxi cng optional bsiv,2018,cng,manual,98083.0,425000.0,5.0,58.33,k10b engine,8
maruti,maruti celerio,vxi cng bsiv,2019,cng,manual,80000.0,380000.0,5.0,58.33,k10b engine,7
maruti,maruti ertiga,vxi cng,2017,cng,manual,39000.0,795000.0,7.0,80.46,k14b petrol engine,9
maruti,maruti wagon r,lxi cng,2014,cng,manual,34889.0,350000.0,5.0,58.16,k10b engine,12
maruti,maruti wagon r,cng lxi opt,2022,cng,manual,31758.0,650000.0,5.0,58.33,k10b petrol engine,4
maruti,maruti wagon r,lxi cng,2021,cng,manual,23000.0,599000.0,5.0,58.16,k10b engine,5
hyundai,hyundai grand i10,asta cng,2014,cng,manual,60000.0,425000.0,5.0,82.0,kappa vtvt petrol engine,12
maruti,maruti wagon r,lxi cng,2016,cng,manual,43413.0,317736.0,5.0,58.16,k10b engine,10
maruti,maruti ertiga tour,std cng 2019-2022,2020,cng,manual,60000.0,1000000.0,7.0,91.18,k15b,6
maruti,maruti celerio,green vxi,2014,cng,manual,67720.0,317400.0,5.0,58.2,k10b engine,12
maruti,maruti wagon r,lxi cng,2013,cng,manual,99821.0,250000.0,5.0,58.16,k10b engine,13
maruti,maruti wagon r,lxi cng,2014,cng,manual,67477.0,380000.0,5.0,58.16,k10b engine,12
maruti,maruti wagon r,cng lxi,2021,cng,manual,24158.0,600000.0,5.0,58.33,k10b petrol engine,5
maruti,maruti wagon r,cng lxi bsiv,2014,cng,manual,35000.0,325000.0,5.0,67.04,k10b petrol engine,12
maruti,maruti swift dzire tour,1.2 s std cng opt,2021,cng,manual,37000.0,600000.0,5.0,70.4,vvt,5
maruti,maruti wagon r,cng lxi,2021,cng,manual,32530.0,613000.0,5.0,58.33,k10b petrol engine,5
maruti,maruti wagon r,cng lxi,2016,cng,manual,90300.0,285000.0,5.0,58.33,k10b petrol engine,10
maruti,maruti wagon r,cng lxi bsiv,2019,cng,manual,43000.0,424999.0,5.0,67.04,k10b petrol engine,7
maruti,maruti wagon r,cng lxi,2021,cng,manual,28061.0,613000.0,5.0,58.33,k10b petrol engine,5
maruti,maruti wagon r,lxi cng,2012,cng,manual,60000.0,250000.0,5.0,58.2,k series petrol engine,14
maruti,maruti wagon r,cng lxi,2020,cng,manual,40000.0,600000.0,5.0,58.33,k10b petrol engine,6
maruti,maruti eeco,flexi green,2017,cng,manual,95000.0,341000.0,5.0,63.0,in-line engine,9
maruti,maruti wagon r,lxi cng,2017,cng,manual,40594.0,439112.0,5.0,58.16,k10b engine,9
maruti,maruti wagon r,lxi cng,2012,cng,manual,91495.0,200000.0,5.0,58.2,k series petrol engine,14
maruti,maruti wagon r,lxi cng optional,2020,cng,manual,37900.0,534000.0,5.0,58.16,k10b engine,6
maruti,maruti wagon r,lxi cng,2015,cng,manual,80000.0,395000.0,5.0,58.16,k10b engine,11
maruti,maruti wagon r,lxi cng,2015,cng,manual,70000.0,385000.0,5.0,58.16,k10b engine,11
maruti,maruti wagon r,lxi cng optional,2018,cng,manual,80000.0,250000.0,5.0,58.16,k10b engine,8
maruti,maruti wagon r,lxi cng,2018,cng,manual,200000.0,325000.0,5.0,58.16,k10b engine,8
maruti,maruti estilo,lxi cng,2010,cng,manual,57000.0,195000.0,5.0,67.1,k series petrol engine,16
maruti,maruti ertiga,vxi cng,2016,cng,manual,30087.0,600000.0,7.0,80.46,k14b petrol engine,10
maruti,maruti eeco,cng 5 seater ac bsiv,2017,cng,manual,57953.0,350000.0,5.0,61.7,in-line engine,9
maruti,maruti wagon r,cng lxi bsiv,2013,cng,manual,74000.0,305000.0,5.0,67.04,k10b petrol engine,13
maruti,maruti eeco cargo,std cng ac 2021-2022,2021,cng,manual,30000.0,500000.0,2.0,61.68,g12b,5
maruti,maruti wagon r,lxi cng,2015,cng,manual,70000.0,320000.0,5.0,58.16,k10b engine,11
maruti,maruti ertiga,vxi cng,2014,cng,manual,41558.0,570000.0,7.0,80.9,k series engine,12
maruti,maruti alto k10,lxi cng,2015,cng,manual,45834.0,260000.0,4.0,58.3,k series petrol engine,11
maruti,maruti ertiga,vxi cng,2015,cng,manual,90309.0,715000.0,7.0,80.9,k series engine,11
maruti,maruti alto 800,lxi cng,2019,cng,manual,89132.0,330000.0,5.0,47.3,f8d petrol engine,7
maruti,maruti wagon r,cng lxi,2018,cng,manual,92000.0,410000.0,5.0,58.33,k10b petrol engine,8
maruti,maruti wagon r,cng lxi opt,2013,cng,manual,80000.0,290000.0,5.0,58.33,k10b petrol engine,13
hyundai,hyundai aura,s cng,2021,cng,manual,40000.0,750000.0,5.0,68.05,1.2 l bi-fuel,5
maruti,maruti wagon r,lxi cng,2013,cng,manual,58000.0,285000.0,5.0,58.16,k10b engine,13
maruti,maruti wagon r,lxi cng,2011,cng,manual,157612.0,140974.0,5.0,58.2,k series petrol engine,15
maruti,maruti wagon r,lxi cng,2015,cng,manual,73000.0,310000.0,5.0,58.16,k10b engine,11
maruti,maruti eeco,cng 5 seater ac,2020,cng,manual,30000.0,500000.0,5.0,61.68,g12b,6
maruti,maruti wagon r,lxi cng,2017,cng,manual,77304.0,317736.0,5.0,58.16,k10b engine,9
hyundai,hyundai grand i10 nios,sportz cng,2021,cng,manual,25000.0,725000.0,5.0,68.05,1.2 kappa petrol,5
maruti,maruti celerio,vxi cng optional bsiv,2019,cng,manual,37334.0,450000.0,5.0,58.33,k10b engine,7
honda,honda city,cng,2013,cng,manual,46483.0,395000.0,5.0,116.3,sohc i-vtec,13
maruti,maruti celerio,green vxi,2014,cng,manual,90000.0,350000.0,5.0,58.2,k10b engine,12
maruti,maruti wagon r,lxi cng,2018,cng,manual,77452.0,366738.0,5.0,58.16,k10b engine,8
maruti,maruti eeco,cng 5 seater ac,2021,cng,manual,31431.0,606845.0,5.0,61.68,g12b,5
maruti,maruti wagon r,lxi cng,2011,cng,manual,167611.0,140974.0,5.0,58.2,k series petrol engine,15
maruti,maruti eeco,cng 5 seater ac,2021,cng,manual,12500.0,550000.0,5.0,61.68,g12b,5
maruti,maruti alto 800,lxi s-cng,2021,cng,manual,15000.0,400000.0,4.0,40.36,f8d petrol engine,5
hyundai,hyundai santro,sportz cng,2022,cng,manual,35000.0,560000.0,5.0,59.17,1.1 l bi-fuel,4
maruti,maruti wagon r,lxi cng,2013,cng,manual,60000.0,230000.0,5.0,58.16,k10b engine,13
tata,tata tiago,xz plus cng,2022,cng,manual,10000.0,740000.0,5.0,72.0,1.2 l i-cng,4
maruti,maruti eeco,cng htr 5-str,2015,cng,manual,135000.0,315000.0,5.0,63.0,in-line engine,11
maruti,maruti eeco,cng 5 seater ac,2021,cng,manual,50000.0,570000.0,5.0,61.68,g12b,5
maruti,maruti wagon r,lxi cng,2013,cng,manual,70000.0,245000.0,5.0,58.16,k10b engine,13
tata,tata tiago,xz plus cng,2022,cng,manual,10000.0,720000.0,5.0,72.0,1.2 l i-cng,4
maruti,maruti alto,green std bsiv,2011,cng,manual,80000.0,120000.0,5.0,38.4,in line engine,15
maruti,maruti ertiga tour,std cng 2019-2022,2020,cng,manual,70000.0,950000.0,7.0,91.18,k15b,6
maruti,maruti wagon r,lxi cng,2019,cng,manual,50000.0,440000.0,5.0,58.16,k10b engine,7
maruti,maruti wagon r,lxi cng,2022,cng,manual,25000.0,640000.0,5.0,55.92,k10c,4
hyundai,hyundai aura,s cng,2021,cng,manual,18734.0,725000.0,5.0,68.05,1.2 l bi-fuel,5
maruti,maruti alto 800,lxi opt s-cng,2022,cng,manual,5000.0,500000.0,4.0,40.36,f8d petrol engine,4
maruti,maruti wagon r,lxi cng,2013,cng,manual,101232.0,280000.0,5.0,58.16,k10b engine,13
maruti,maruti wagon r,lxi cng,2010,cng,manual,68943.0,130000.0,5.0,58.2,k series petrol engine,16
maruti,maruti wagon r,lxi cng,2014,cng,manual,128312.0,265000.0,5.0,58.16,k10b engine,12
maruti,maruti wagon r,lxi cng,2014,cng,manual,43264.0,319430.0,5.0,58.16,k10b engine,12
maruti,maruti wagon r,cng lxi opt,2021,cng,manual,11568.0,575000.0,5.0,58.33,k10b petrol engine,5
maruti,maruti wagon r,lxi cng,2013,cng,manual,63954.0,300000.0,5.0,58.16,k10b engine,13
hyundai,hyundai accent,executive cng,2013,cng,manual,120000.0,190000.0,5.0,93.7,bifuel engine,13
maruti,maruti wagon r,cng lxi opt,2021,cng,manual,23484.0,580000.0,5.0,58.33,k10b petrol engine,5
maruti,maruti eeco,cng 5 seater ac bsiv,2020,cng,manual,15000.0,492801.0,5.0,61.7,in-line engine,6
maruti,maruti eeco,5 seater ac cng,2022,cng,manual,25000.0,530000.0,5.0,70.67,k12n,4
maruti,maruti eeco,5 seater ac cng,2022,cng,manual,9955.0,620000.0,5.0,70.67,k12n,4
honda,honda city,cng,2012,cng,manual,130000.0,301000.0,5.0,116.3,sohc i-vtec,14
maruti,maruti eeco,cng 5 seater ac,2021,cng,manual,62386.0,500000.0,5.0,61.68,g12b,5
maruti,maruti alto 800,cng lxi,2018,cng,manual,83949.0,300000.0,5.0,40.3,f8d engine,8
maruti,maruti ertiga,vxi cng,2014,cng,manual,83500.0,600000.0,7.0,80.9,k series engine,12
maruti,maruti eeco,cng 5 seater ac bsiv,2019,cng,manual,140000.0,390000.0,5.0,61.7,in-line engine,7
maruti,maruti wagon r,lxi cng,2012,cng,manual,79000.0,275000.0,5.0,58.16,k10b engine,14
hyundai,hyundai santro,sportz cng bsiv,2019,cng,manual,75000.0,540000.0,5.0,58.0,,7
maruti,maruti wagon r,lxi cng,2014,cng,manual,70000.0,320000.0,5.0,58.16,k10b engine,12
maruti,maruti ertiga,vxi cng,2016,cng,manual,20000.0,790000.0,7.0,80.46,k14b petrol engine,10
maruti,maruti eeco,5 str with ac plus htr cng,2013,cng,manual,71000.0,350000.0,5.0,73.0,in-line engine,13
maruti,maruti alto 800,cng lxi,2016,cng,manual,72141.0,250000.0,5.0,47.3,f8d engine,10
maruti,maruti alto 800,cng lxi,2015,cng,manual,125893.0,225000.0,5.0,47.3,f8d engine,11
maruti,maruti wagon r,lxi cng,2014,cng,manual,60783.0,300000.0,5.0,58.16,k10b engine,12
maruti,maruti wagon r,cng lxi opt,2021,cng,manual,7270.0,515000.0,5.0,58.33,k10b petrol engine,5
maruti,maruti eeco,cng 5 seater ac,2020,cng,manual,35000.0,575000.0,5.0,61.68,g12b,6
maruti,maruti wagon r,cng lxi,2016,cng,manual,51000.0,385000.0,5.0,58.33,k10b petrol engine,10
maruti,maruti wagon r,cng lxi,2020,cng,manual,34525.0,500000.0,5.0,58.33,k10b petrol engine,6
maruti,maruti ertiga,vxi cng,2016,cng,manual,106871.0,600000.0,7.0,80.46,k14b petrol engine,10
maruti,maruti wagon r,lxi cng,2012,cng,manual,76000.0,295000.0,5.0,58.2,k series petrol engine,14
maruti,maruti alto 800,cng lxi,2013,cng,manual,100000.0,155000.0,5.0,47.3,f8d engine,13
hyundai,hyundai accent,executive cng,2010,cng,manual,120000.0,140000.0,5.0,93.7,bifuel engine,16
maruti,maruti alto 800,cng lxi,2017,cng,manual,94129.0,290000.0,5.0,40.3,f8d engine,9
maruti,maruti wagon r,lxi cng,2012,cng,manual,78917.0,200000.0,5.0,58.2,k series petrol engine,14
maruti,maruti wagon r,lxi cng,2015,cng,manual,124076.0,234579.0,5.0,58.16,k10b engine,11
maruti,maruti wagon r,lxi cng,2016,cng,manual,40562.0,310000.0,5.0,58.16,k10b engine,10
maruti,maruti wagon r,lxi cng,2017,cng,manual,45825.0,375000.0,5.0,58.16,k10b engine,9
maruti,maruti wagon r,cng lxi,2020,cng,manual,70000.0,490000.0,5.0,58.33,k10b petrol engine,6
maruti,maruti eeco,5 str with ac plus htr cng,2018,cng,manual,46000.0,450000.0,5.0,73.0,in-line engine,8
maruti,maruti celerio,vxi cng,2020,cng,manual,95000.0,540000.0,5.0,58.33,k10b engine,6
maruti,maruti eeco,5 seater ac cng,2022,cng,manual,20000.0,625699.0,5.0,70.67,k12n,4
maruti,maruti eeco,cng 5 seater ac bsiv,2018,cng,manual,40000.0,440000.0,5.0,61.7,in-line engine,8
maruti,maruti wagon r,lxi cng,2012,cng,manual,65337.0,271156.0,5.0,58.2,k series petrol engine,14
maruti,maruti zen estilo,lxi green (cng),2010,cng,manual,45022.0,160000.0,5.0,67.1,k series petrol engine,16
maruti,maruti eeco,cng 5 seater ac bsiv,2019,cng,manual,70000.0,370000.0,5.0,61.7,in-line engine,7
maruti,maruti wagon r,lxi cng,2015,cng,manual,51382.0,263928.0,5.0,58.16,k10b engine,11
hyundai,hyundai accent,gle cng,2010,cng,manual,120000.0,130000.0,5.0,94.0,in-line engine,16
maruti,maruti wagon r,cng lxi opt,2020,cng,manual,12000.0,600000.0,5.0,58.33,k10b petrol engine,6
maruti,maruti wagon r,lxi cng,2012,cng,manual,120000.0,255000.0,5.0,58.2,k series petrol engine,14
maruti,maruti wagon r,lxi cng,2011,cng,manual,89558.0,155128.0,5.0,58.2,k series petrol engine,15
maruti,maruti eeco,cng 5 seater ac bsiv,2019,cng,manual,28000.0,475000.0,5.0,61.7,in-line engine,7
maruti,maruti celerio,green vxi,2016,cng,manual,42000.0,465000.0,5.0,58.2,k10b engine,10
maruti,maruti alto,green lx bsiv,2011,cng,manual,90000.0,110000.0,5.0,38.4,in line engine,15
maruti,maruti wagon r,lxi cng,2018,cng,manual,53959.0,439276.0,5.0,58.16,k10b engine,8
maruti,maruti wagon r,lxi cng,2014,cng,manual,51413.0,319430.0,5.0,58.16,k10b engine,12
maruti,maruti wagon r,lxi cng,2014,cng,manual,42813.0,350000.0,5.0,58.16,k10b engine,12
maruti,maruti wagon r,cng lxi opt,2021,cng,manual,32554.0,530000.0,5.0,58.33,k10b petrol engine,5
maruti,maruti wagon r,lxi cng,2012,cng,manual,117468.0,150000.0,5.0,58.2,k series petrol engine,14
maruti,maruti wagon r,cng lxi bsiv,2019,cng,manual,70000.0,500000.0,5.0,67.04,k10b petrol engine,7
maruti,maruti celerio,green vxi,2016,cng,manual,94694.0,436111.0,5.0,58.2,k10b engine,10
maruti,maruti celerio,vxi cng bsiv,2018,cng,manual,30272.0,510448.0,5.0,58.33,k10b engine,8
maruti,maruti celerio,green vxi,2016,cng,manual,75062.0,419000.0,5.0,58.2,k10b engine,10
maruti,maruti wagon r,lxi cng,2011,cng,manual,76550.0,120000.0,5.0,58.2,k series petrol engine,15
maruti,maruti alto 800,cng lxi,2015,cng,manual,48422.0,250000.0,5.0,47.3,f8d engine,11
maruti,maruti wagon r,lxi cng,2012,cng,manual,54741.0,270909.0,5.0,58.2,k series petrol engine,14
maruti,maruti zen estilo,lxi green (cng),2010,cng,manual,138733.0,158101.0,5.0,67.1,k series petrol engine,16
maruti,maruti eeco,5 str with ac plus htr cng,2012,cng,manual,57739.0,192761.0,5.0,73.0,in-line engine,14
maruti,maruti wagon r,lxi cng,2019,cng,manual,29069.0,450000.0,5.0,58.16,k10b engine,7
maruti,maruti ertiga,vxi cng,2015,cng,manual,76035.0,695000.0,7.0,80.9,k series engine,11
tata,tata nano,cng xm,2014,cng,manual,56985.0,145539.0,4.0,37.48,bi-fuel engine,12
maruti,maruti ertiga,cng vxi,2021,cng,manual,46907.0,820000.0,7.0,91.19,k15b,5
maruti,maruti wagon r,lxi cng,2012,cng,manual,45094.0,300000.0,5.0,58.2,k series petrol engine,14
hyundai,hyundai aura,s cng,2021,cng,manual,40247.0,750000.0,5.0,68.05,1.2 l bi-fuel,5
maruti,maruti alto 800,cng lxi,2013,cng,manual,142469.0,150000.0,5.0,47.3,f8d engine,13
maruti,maruti wagon r,lxi cng,2012,cng,manual,95221.0,270909.0,5.0,58.2,k series petrol engine,14
maruti,maruti ertiga,vxi cng,2016,cng,manual,67900.0,590000.0,7.0,80.46,k14b petrol engine,10
maruti,maruti wagon r,lxi cng,2015,cng,manual,85411.0,320000.0,5.0,58.16,k10b engine,11
hyundai,hyundai santro,sportz cng bsiv,2019,cng,manual,8484.0,520000.0,5.0,58.0,,7
maruti,maruti wagon r,lxi cng,2013,cng,manual,71144.0,299001.0,5.0,58.2,k series petrol engine,13
maruti,maruti wagon r,lxi cng,2012,cng,manual,88191.0,192872.0,5.0,58.2,k series petrol engine,14
maruti,maruti wagon r,vxi cng,2022,cng,manual,1332.0,650000.0,5.0,55.92,k10c,4
hyundai,hyundai santro,magna cng bsiv,2018,cng,manual,47600.0,450000.0,5.0,58.0,,8
hyundai,hyundai santro,sportz cng bsiv,2019,cng,manual,23168.0,450000.0,5.0,58.0,,7
maruti,maruti wagon r,lxi cng,2016,cng,manual,180278.0,315000.0,5.0,58.16,k10b engine,10
maruti,maruti ertiga,vxi cng,2015,cng,manual,204603.0,607089.0,7.0,80.9,k series engine,11
maruti,maruti wagon r,lxi cng,2015,cng,manual,71967.0,239471.0,5.0,58.16,k10b engine,11
maruti,maruti alto 800,cng lxi,2014,cng,manual,97720.0,271769.0,5.0,47.3,f8d engine,12
maruti,maruti ertiga,cng vxi,2020,cng,manual,40073.0,898457.0,7.0,91.19,k15b,6
maruti,maruti celerio,green vxi,2015,cng,manual,135606.0,285000.0,5.0,58.2,k10b engine,11
maruti,maruti celerio,vxi cng bsiv,2020,cng,manual,39500.0,560000.0,5.0,58.33,k10b engine,6
maruti,maruti wagon r,lxi cng,2014,cng,manual,64415.0,280000.0,5.0,58.16,k10b engine,12
hyundai,hyundai grand i10 nios,sportz cng,2022,cng,manual,7000.0,791000.0,5.0,68.05,1.2 kappa petrol,4
maruti,maruti wagon r,lxi cng,2017,cng,manual,58539.0,350000.0,5.0,58.16,k10b engine,9
maruti,maruti wagon r,lxi cng,2017,cng,manual,128769.0,340000.0,5.0,58.16,k10b engine,9
maruti,maruti wagon r,lxi cng,2016,cng,manual,90000.0,280000.0,5.0,58.16,k10b engine,10
maruti,maruti wagon r,cng lxi bsiv,2014,cng,manual,52000.0,325000.0,5.0,67.04,k10b petrol engine,12
maruti,maruti wagon r,lxi cng optional,2018,cng,manual,74547.0,380000.0,5.0,58.16,k10b engine,8
hyundai,hyundai aura,s cng,2021,cng,manual,20000.0,715000.0,5.0,68.05,1.2 l bi-fuel,5
maruti,maruti wagon r,lxi cng,2016,cng,manual,51106.0,300000.0,5.0,58.16,k10b engine,10
maruti,maruti ertiga,vxi cng,2017,cng,manual,102425.0,650000.0,7.0,80.46,k14b petrol engine,9
toyota,toyota corolla altis,1.8 g cng,2010,cng,manual,110000.0,230375.0,5.0,138.0,2zr-fe gasoline 4cylinder,16
maruti,maruti ertiga tour,std cng 2019-2022,2022,cng,manual,50000.0,1028000.0,7.0,91.18,k15b,4
maruti,maruti wagon r,cng lxi,2014,cng,manual,65000.0,360000.0,5.0,58.33,k10b petrol engine,12
hyundai,hyundai grand i10 nios,sportz cng,2020,cng,manual,20400.0,645000.0,5.0,68.05,1.2 kappa petrol,6
maruti,maruti wagon r,lxi cng,2017,cng,manual,47482.0,330000.0,5.0,58.16,k10b engine,9
maruti,maruti eeco,cng 5 seater ac,2021,cng,manual,56152.0,500000.0,5.0,61.68,g12b,5
maruti,maruti wagon r,lxi cng,2014,cng,manual,96972.0,235000.0,5.0,58.16,k10b engine,12
maruti,maruti wagon r,lxi cng,2012,cng,manual,40807.0,200000.0,5.0,58.2,k series petrol engine,14
maruti,maruti wagon r,lxi cng,2011,cng,manual,142607.0,150000.0,5.0,58.2,k series petrol engine,15
tata,tata tiago,xz plus cng,2022,cng,manual,10248.0,700000.0,5.0,72.0,1.2 l i-cng,4
maruti,maruti eeco,cng 5 seater ac bsiv,2019,cng,manual,44037.0,400000.0,5.0,61.7,in-line engine,7
maruti,maruti wagon r,lxi cng,2018,cng,manual,50000.0,375000.0,5.0,58.16,k10b engine,8
maruti,maruti wagon r,cng lxi opt,2021,cng,manual,35000.0,600000.0,5.0,58.33,k10b petrol engine,5
tata,tata tigor,xz plus cng,2022,cng,manual,7508.0,832498.0,5.0,72.4,1.2l revotron engine,4
hyundai,hyundai aura,s cng,2022,cng,manual,10500.0,900000.0,5.0,68.05,1.2 l bi-fuel,4
maruti,maruti alto k10,lxi cng,2014,cng,manual,82264.0,240000.0,4.0,58.3,k series petrol engine,12
maruti,maruti wagon r,cng lxi,2014,cng,manual,55000.0,375000.0,5.0,58.33,k10b petrol engine,12
maruti,maruti wagon r,cng lxi bsiv,2015,cng,manual,64000.0,369000.0,5.0,67.04,k10b petrol engine,11
maruti,maruti zen estilo,lxi green (cng),2012,cng,manual,105503.0,175000.0,5.0,67.1,k series petrol engine,14
maruti,maruti wagon r,lxi cng,2018,cng,manual,142244.0,320000.0,5.0,58.16,k10b engine,8
maruti,maruti alto 800,lxi cng,2020,cng,manual,1541.0,350000.0,5.0,47.3,f8d petrol engine,6
maruti,maruti xl6,zeta cng,2022,cng,manual,15000.0,1200000.0,6.0,86.63,k15c smart hybrid,4
maruti,maruti eeco,cng 5 seater ac,2020,cng,manual,42158.0,350000.0,5.0,61.68,g12b,6
maruti,maruti alto 800,cng lxi,2019,cng,manual,90000.0,325000.0,5.0,40.3,f8d engine,7
hyundai,hyundai grand i10 nios,sportz cng,2020,cng,manual,40000.0,630000.0,5.0,68.05,1.2 kappa petrol,6
maruti,maruti wagon r,cng lxi,2019,cng,manual,56000.0,585000.0,5.0,58.33,k10b petrol engine,7
maruti,maruti celerio,vxi cng,2022,cng,manual,1008.0,670000.0,5.0,55.92,k10c,4
maruti,maruti wagon r,lxi cng,2014,cng,manual,71400.0,345000.0,5.0,58.16,k10b engine,12
maruti,maruti wagon r,lxi cng,2015,cng,manual,49500.0,399999.0,5.0,58.16,k10b engine,11
maruti,maruti wagon r,lxi cng,2015,cng,manual,124502.0,350000.0,5.0,58.16,k10b engine,11
hyundai,hyundai xcent prime,t plus cng,2018,cng,manual,79153.0,400000.0,5.0,65.39,1.2 kapa dual vtvt bi-fuel,8
maruti,maruti sx4,green vxi (cng),2010,cng,manual,81982.0,200000.0,5.0,103.3,vvt petrol engine,16
maruti,maruti celerio,vxi cng,2022,cng,manual,11808.0,550000.0,5.0,55.92,k10c,4
maruti,maruti ertiga,cng vxi,2021,cng,manual,37818.0,1075000.0,7.0,91.19,k15b,5
maruti,maruti eeco,cng 5 seater ac bsiv,2017,cng,manual,33356.0,500000.0,5.0,61.7,in-line engine,9
maruti,maruti celerio,green vxi,2016,cng,manual,48752.0,400000.0,5.0,58.2,k10b engine,10
maruti,maruti celerio,green vxi optional,2015,cng,manual,70000.0,300700.0,5.0,58.2,k10b engine,11
maruti,maruti wagon r,cng lxi bsiv,2018,cng,manual,17519.0,475000.0,5.0,67.04,k10b petrol engine,8
maruti,maruti celerio,green vxi,2016,cng,manual,73080.0,350000.0,5.0,58.2,k10b engine,10
bajaj,bajaj re60,qute cng,2019,cng,manual,35000.0,200000.0,4.0,10.8,dtsi engine,7
hyundai,hyundai xcent prime,t plus cng,2022,cng,manual,50000.0,700000.0,5.0,65.39,1.2 kapa dual vtvt bi-fuel,4
maruti,maruti wagon r,lxi cng,2018,cng,manual,52000.0,410000.0,5.0,58.16,k10b engine,8
maruti,maruti wagon r,lxi cng,2016,cng,manual,61852.0,300000.0,5.0,58.16,k10b engine,10
maruti,maruti wagon r,lxi cng,2016,cng,manual,45708.0,300000.0,5.0,58.16,k10b engine,10
maruti,maruti wagon r,lxi cng,2013,cng,manual,39952.0,250000.0,5.0,58.16,k10b engine,13
maruti,maruti wagon r,lxi cng,2016,cng,manual,78221.0,285000.0,5.0,58.16,k10b engine,10
maruti,maruti wagon r,lxi cng,2013,cng,manual,68588.0,200000.0,5.0,58.16,k10b engine,13
maruti,maruti wagon r,lxi cng,2014,cng,manual,50957.0,300000.0,5.0,58.16,k10b engine,12
maruti,maruti wagon r,vxi cng,2022,cng,manual,3721.0,650000.0,5.0,55.92,k10c,4
maruti,maruti wagon r,lxi cng,2015,cng,manual,154835.0,250000.0,5.0,58.16,k10b engine,11
maruti,maruti wagon r,cng lxi bsiv,2019,cng,manual,42298.0,480000.0,5.0,67.04,k10b petrol engine,7
maruti,maruti ertiga,vxi cng,2017,cng,manual,33176.0,700000.0,7.0,80.46,k14b petrol engine,9
maruti,maruti alto k10,lxi cng,2016,cng,manual,44472.0,220000.0,4.0,58.3,k series petrol engine,10
tata,tata tigor,xz cng,2022,cng,manual,11350.0,711000.0,5.0,72.4,1.2l revotron engine,4
maruti,maruti wagon r,lxi cng,2013,cng,manual,156785.0,161205.0,5.0,58.16,k10b engine,13
hyundai,hyundai aura,s cng,2021,cng,manual,42424.0,665034.0,5.0,68.05,1.2 l bi-fuel,5
maruti,maruti wagon r,lxi cng,2015,cng,manual,60000.0,320000.0,5.0,58.16,k10b engine,11
maruti,maruti wagon r,lxi cng,2012,cng,manual,54519.0,190000.0,5.0,58.2,k series petrol engine,14
maruti,maruti wagon r,lxi cng,2018,cng,manual,37160.0,377000.0,5.0,58.16,k10b engine,8
maruti,maruti ertiga,vxi cng,2017,cng,manual,47454.0,750000.0,7.0,80.46,k14b petrol engine,9
maruti,maruti alto,green lxi (cng),2011,cng,manual,91098.0,130000.0,5.0,38.4,in line engine,15
maruti,maruti eeco,5 str with ac plus htr cng,2013,cng,manual,114890.0,180000.0,5.0,73.0,in-line engine,13
maruti,maruti ertiga,vxi cng,2015,cng,manual,82131.0,650000.0,7.0,80.46,k14b petrol engine,11
maruti,maruti alto 800,cng lxi,2013,cng,manual,55398.0,150000.0,5.0,47.3,f8d engine,13
maruti,maruti wagon r,lxi cng,2016,cng,manual,77591.0,250000.0,5.0,58.16,k10b engine,10
hyundai,hyundai aura,s cng,2021,cng,manual,29566.0,725000.0,5.0,68.05,1.2 l bi-fuel,5
maruti,maruti wagon r,lxi cng,2012,cng,manual,76302.0,150000.0,5.0,58.2,k series petrol engine,14
maruti,maruti ertiga,cng vxi,2021,cng,manual,20415.0,900000.0,7.0,91.19,k15b,5
hyundai,hyundai santro,magna executive cng,2020,cng,manual,31877.0,500000.0,5.0,59.18,1.1 l bi-fuel,6
maruti,maruti wagon r,lxi cng,2012,cng,manual,54171.0,175000.0,5.0,58.2,k series petrol engine,14
maruti,maruti eeco,cng 5 seater ac bsiv,2017,cng,manual,65539.0,370000.0,5.0,61.7,in-line engine,9
maruti,maruti ertiga,cng vxi,2020,cng,manual,36272.0,1000000.0,7.0,91.19,k15b,6
maruti,maruti wagon r,lxi cng,2012,cng,manual,86835.0,185000.0,5.0,58.2,k series petrol engine,14
maruti,maruti wagon r,lxi cng,2019,cng,manual,77933.0,410000.0,5.0,58.16,k10b engine,7
